Selection,Max,Length
LTIOWREHO,EOLITH/HERIOT/HOLIER/HOOLIE/HOOTER/HOWLER/HOWLET/LITHER/LOITER/LOOTER/OOLITE/OOLITH/ORIOLE/RETOOL/ROOTLE/THOLOI/TOILER/TOOLER/TOOLIE/TROWEL/WHITER/WHOLER/WITHER/WRITHE,6
CRSEEIGFO,CIERGES,7
EAPCLARPK,APPAREL/CLAPPER,7
STARUDROE,DETRUSOR/ROADSTER,8
SALUPTYAW,SPATULA,7
SOBSSEPOU,OSSEOUS/SPOUSES,7
OUISNRDJE,ENDUROS/INDORSE/INJURED/INJURES/INSURED/JOINDER/JOINERS/JUNIORS/REJOINS/RESOUND/ROSINED/SOUNDER,7
TRSEIRIBA,ARBITERS/RAREBITS/RARITIES,8
CTOMNDIEA,ACTIONED/CATENOID/COMEDIAN/DAEMONIC/DEMONIAC/DOMINATE,8
OBTLUEOHZ,OUBOET,6
AQTDRRIED,TARDIER/TARRIED/TRADDER,7
TARRAITPU,PARTITA,7
UOPIUDSAN,UNIPODS,7
LQOPDIAAH,HAPLOID,7
SMGICAEES,AEGISES/MESSAGE,7
RRJERASUI,AIRERS/ARSIER/JURIES/RAISER/SIERRA,6
ILONMDTEU,OUTLINED,8
SBEADOLNP,ALBEDOS/BEDPANS/BLONDES/BONSELA/DAPSONE/NOPALES/PEDALOS/POSABLE,7
UIOBTZYME,MOIETY/UBIETY/ZOMBIE,6
EUSALENCH,ELENCHUS/LAUNCHES/NUCLEASE,8
OIFCITRBA,FIBROTIC,8
SLUCYIDEE,DECILES/EYELIDS/SECLUDE/SEEDILY/SLUICED,7
USEAGPLOK,KAGOULS/PLAGUES,7
COEXABSUN,SAUCEBOX,8
UHNIOITBR,BIOTIN/BURTON/ROTINI/TURION,6
ECSITMGSA,CASTEISM/MASSTIGE,8
DHTORSETE,ROSETTED/TETRODES,8
OIRAULKTP,TROUPIAL,8
DATESLJAO,JOSTLED,7
CNAINRERR,CANNIER/CARNIER/CARRIER,7
CUWETOGDO,WOODCUT,7
RFTEOEBNE,OFTENER,7
AEICRTRPO,APORETIC/OPERATIC/PRIORATE,8
OEENSIAMM,IMMENSE/MEANIES/MISNAME/NEMESIA,7
CVAGTEUOO,AVOCET/OCTAVE/OCTAVO/OUTAGE,6
LAGSEPWOA,AGAPES/ASLOPE/GALEAS/GALOPS/GOSPEL/PLAGES/SAWLOG,6
EUKEASTRG,AUSTERE/EUREKAS/GESTURE/RESTAGE/RETAKES,7
RFOELSUTL,FLORETS/FLOTELS/FLUSTER/FOULERS/FOULEST/FULLERS/FULLEST/LOFTERS/OURSELF/OUTSELL/RESTFUL,7
PARBOEIHD,RAPHIDE,7
CERASJQOT,COASTER/ECORATS/RECOATS,7
SNKERIAOI,IONISER/IRONIES/IRONISE/KEIRINS/NOISIER/SENARII/SNAKIER,7
LSCOAUENI,EUSOCIAL/LACUNOSE/LUNACIES/UNSOCIAL,8
OONDOSLAC,ANDOSOL/ONLOADS,7
ODTEGIXLR,GLORIED/GODLIER/GOITRED,7
PCEURLDAA,CALDERA/PLACARD/RADULAE,7
GNOKSATEI,GOATSKIN,8
FLEAERRME,REFRAME,7
SRITEROPN,INTRORSE/POINTERS/PORNIEST/PRINTERS/PRISONER/PROTEINS/REPOINTS/REPRINTS/SPORTIER/SPRINTER,8
TVERHAACU,ARCUATE/AUTARCH/CHATEAU/TRACHEA,7
PWESIEMTE,WEEPIEST,8
AMODIENIZ,ANODIZE/DIAMINE/DOMAINE/DOMINIE/IONIZED,7
CRIRATUEV,CURATIVE,8
ARAETSDSE,ASSARTED/ASSERTED/DEARESTS/SEASTEAD,8
TILZAAOSI,SOLATIA,7
ADSOLSYGE,DOSAGES/GLASSED/GLOSSAE/GLOSSED/GODLESS/LASSOED,7
FJDLAPIGO,ADJIGO/LAPDOG,6
XEAHTKNRI,HAIRNET/INEARTH/KERATIN/NARTHEX/RETHINK/THERIAN/THINKER,7
ERASNOMFC,ROMANCES,8
CIPGSEURA,APERCUS/AUSPICE/EARCUPS/SAUCIER/SCAUPER/SCRAPIE/SPACIER/UPRAISE,7
METAOBEDA,AMOEBAE/BEDMATE,7
ORPIUGFLW,FLOUR/GIRLF/GROUP/GROWL/GUIRO/PIROG/POILU/PROWL,5
VNHUEELAF,AVENUE/HEAVEN/LEAVEN/VENULE,6
ECABBJDEI,BABIED/CABBED/CABBIE/DJIBBA/JABBED/JIBBED,6
AMETESURE,AUSTERE/MATURES/MEASURE/STEAMER/STRUMAE/TEAMERS,7
SIWLNOSAP,PASSION,7
EBGDENILT,BEETLING/BLEEDING/DELETING,8
ARZEONDMM,MADRONE/ROADMEN,7
ITBRUIGGR,BRUIT,5
ACLAPTILO,CAPITAL/CAPITOL/OPTICAL/TAPIOCA/TOPICAL,7
EAXSNSMTA,NAMASTES,8
KTDROENRU,DRUNKER/KNOUTED/ROUNDER,7
OTIAAMFNS,ANIMATOS,8
EOLGANEHV,EVANGEL/HALOGEN/LEHENGA,7
URROSSKAT,SOUTARS,7
APDTEEEUC,EDUCATE,7
EPEHIROUP,HOPPIER,7
STLSOAARI,ORALISTS/SLIOTARS,8
EREOZDATG,DEROGATE,8
IENYMEFIS,FEMINISE,8
RIAXEJIMG,GAMIER/IMAGER/MAIGRE/MIRAGE,6
APSOTEFBR,PROBATES,8
LESTOVDAC,SOLVATED,8
RMHEXERTA,EXTREMA/THERMAE,7
ASDINOSHR,DONAIRS/HADRONS/HAIRDOS/INROADS/ORDAINS,7
ZIBNIYOOM,IMBIZO,6
IPTAGNNEE,ANTEING/ANTIGEN/GENTIAN/NEAPING/PANTING/PEENING/PENNATE/PENTANE/PINNATE,7
EAUASRDSO,AROUSED/AROUSES/ASSURED,7
PEUUSCKIL,CUPLIKE/CUPULES/PICKLES/SPICULE,7
BFELAOTES,BEEFALO/BOATELS/BOLETES/FOLATES/OBLATES/OLEATES,7
MRTUEGIIB,TERBIUM,7
CEMTOEDNO,ECOTONE,7
WORMULDFI,MUDFLOW,7
DALINKEAR,ADRENAL/ARANEID/KINDLER/KNAIDEL/KRAALED/LANIARD/LANKIER/RANKLED,7
TORASDGOI,GORDITAS,8
MREHVOUOP,HOOPER/HOOVER/MORPHO,6
OBENACJET,ACETONE/JACONET,7
NRFEDEIMI,DEFINER/DEMINER/ERMINED/FIREMEN/REFINED/REIFIED,7
EURICTNAF,CENTAUR/CERTAIN/CUNTIER/CURTAIN/FACTURE/FAINTER/FANCIER/FRANTIC/FURCATE/FURNACE/INFARCT/INFRACT/TACRINE/TAURINE/TUNICAE/UNCRATE/UNIFACE/URINATE,7
ATADEALIS,ALIASED/DETAILS/DILATES,7
EMXGOOITS,EGOTISM/GOOIEST/GOOMIES,7
TASUEPADY,UPDATES,7
OKTESONHE,KETONES,7
AWPEVRSME,AMPERES/REVAMPS/SWAMPER/WEAVERS,7
LSEUSLCDE,CLUELESS/SECLUDES,8
EPRAAUGJT,ARGUTE/GATEAU/JAGUAR/PARGET/PATERA/UPRATE,6
APEDOHRIR,AIRDROP/HARDIER/HARRIED/HOARDER/HOARIER/PARRIED/RAPHIDE,7
FNOIMBTEA,AMBIENT/AMNIOTE/BOATMEN,7
XHDIAEMRA,AIRHEAD/HEDARIM,7
LOIVATUNG,OVULATING,9
OYCRUILEI,CLUIER/COLURE/LOURIE/OILIER/RECOIL,6
IOPTBNEAM,PTOMAINE,8
AORLBPJTI,BIPOLAR/ORBITAL/PARBOIL,7
LRSOISEUN,ELUSIONS/NEUROSIS/RESINOUS,8
EGBEOSDNE,DEBONES,7
NEHYTOTIO,ENTITY/HOTTIE/TIENTO/TOONIE/TOOTHY,6
ULAARRETM,ARMATURE,8
IDSSMOONE,MOODINESS,9
PAQUIOKNC,COQUINA,7
OAEFTOREV,FOVEATE/OVERATE/OVEREAT,7
UERRCIEDE,CURRIED/DECRIER/REDUCER/REEDIER,7
ZNASTAGIA,GAZANIAS,8
MAJTATAPO,ATTAP/PATTA,5
TLUEOSENG,ELUENTS/EUGENOL/GENTLES/LONGEST/LOUNGES/TELOGEN/TOLUENE/TONGUES,7
UGRSHCBAA,ABACUS/ABURAS/BURGHS/CASBAH/CHARAS/GARBAS/SCARAB,6
ODORINHUF,HONOUR/INDOOR/UNHOOD/UNROOF,6
DMEAEPELA,LAMPED/LEAPED/MEEPLE/PALEAE/PALMED/PEALED/PEELED,6
YOIDBRSTA,ASTROID/BYROADS/SATYRID,7
EEUNCEFSO,CONFUSE,7
DOLVEREID,EVILDOER,8
ORNANIESC,CANONRIES,9
PAGOUSEQG,OPAQUES,7
TSIIUMONE,MUTINIES,8
XAAOMASGR,MARGOSA,7
RMCOOSNEE,EMOCORE/ENCORES/NECROSE/ROMESCO/SOMEONE,7
ALWGNAIOD,DIAGONAL,8
INOUVPESU,ENVIOUS/NIVEOUS/VEINOUS,7
EHOIRASKR,HARRIES/HOARIER/HOARSER/HORSIER/KAROSHI/KERRIAS/SARKIER/SHAKIER/SHIRKER,7
GCLUSEAQL,CALQUES/CLAQUES/SEAGULL/SULLAGE,7
JBATEIAUF,BATEAU,6
OPRDSEHAE,EPHEDRAS/RESHAPED/RHAPSODE/SOREHEAD,8
ZDAIRETTO,ATTIRED/DOTTIER/ROTATED,7
NHESIEGAF,SHEAFING,8
AEERLDWMT,ALERTED/ALTERED/DEWATER/EMERALD/LEEWARD/METALED/RELATED/TARWEED/TRAWLED/TREADLE/WATERED,7
JTITDIUBO,OUTBID/TIDBIT,6
LEOREIASD,DARIOLES/REALISED/SIDEREAL,8
IBEISRNRR,BRINIER,7
NUTKXEASO,SOUTANE,7
IRADNPYEE,DEANERY/PERINEA/REPINED/RIPENED/YEARNED,7
OOBFBAIHC,BOOHAI/HABOOB,6
MLRGAUMOD,GLAMOUR/MODULAR,7
PCEQATMIA,IMPACT,6
SRRONOBAE,BARRENS/BOONERS/BORANES/SERRANO,7
JQEIILNCN,INCLINE,7
UAERGKLTP,EARPLUG/GRAUPEL/PARKLET,7
INMAEZAOR,ROMANIZE,8
SRXUDMUIE,RESIDUUM,8
ARYAABSOM,ABOMASA,7
OEIPUMGRR,GRUMPIER,8
HEENLSIIT,HEINIES/LENITES/LINIEST/LINTIES/LISENTE/SHEITEL/SHELTIE/TENSILE,7
EESDOEWDT,DESEED/DOWSED/DOWTED/EDDOES/ODDEST/SEEDED/STEWED/STOWED/TWEEDS/WEEDED,6
IUTTOVNSA,TITANOUS,8
EGKREESID,DEGREES/GEEKIER/SEEDIER,7
SLSAIHNZA,SALINAS,7
WFADIMRAO,DIORAMA,7
DCOSEEQMA,SEMACODE,8
LCRAELEEB,CEREBELLA,9
YIPADBOAT,BIODATA/DAYBOAT,7
NGOIERCTI,GERONTIC/RECITING,8
URAORSNIT,RAINOUTS,8
EGSNSSUPO,SPONGES/SPOUSES,7
RINRALWNE,INWALE/LANNER/LARNIE/LINEAR/NAILER/RAILER/WAILER/WANNER/WARIER/WARNER/WARREN/WINNER,6
DHANLPEDI,HANDLED/HELIPAD/INHALED/PINHEAD/PLAIDED/PLAINED,7
TIOWPSMIO,IMPOST,6
DTOACTERL,CLATTER/CLOTTED/CORDATE/CROTALE/CROTTLE/DELATOR/DETRACT/LEOTARD/LOCATED/RATTLED/REDCOAT/ROTATED/TOADLET,7
OQCARESEE,COARSE/CREASE/CREESE/OCREAE/OCREAS/ROSACE,6
ETATUAAHM,ATHAME/HAMATE/MATATU/MUTATE,6
EEJNIGASO,AGONIES/AGONISE/GENOISE/JINGOES/SOIGNEE,7
GRPOVFAUA,FAVOUR/GOPURA/VAPOUR,6
DCASMSNEI,ACIDNESS/AMNESICS/SIDESMAN,8
NSREUPOOA,ONEROUS/OPERONS/PERSONA/PRONAOS/SNOOPER/SOPRANO/SPOONER/UNROPES,7
OTDISCEKL,DIESTOCK,8
OSDGOWRIA,RAWDOGS/WOODSIA,7
ATSEELORG,AEROGELS/GLOATERS/LEGATORS/OLEASTER,8
HBOGUENEP,BEGONE/BUNGEE/ENOUGH/PHOEBE/PONGEE,6
AOREIAYSL,AERIALS/SOLARIA,7
TZOITNIMO,MOTION,6
EHKAORRSS,HOARSER/KOSHERS/RASHERS/SHAKERS/SHARERS/SOAKERS/SOARERS,7
SECTXOIFU,COEXIST/EXOTICS/FOXIEST,7
FAPMESVNA,PAVANES/SPAEMAN,7
EDCBMAREY,CAMBERED/EMBRACED,8
NIUTMADGE,MAGNITUDE,9
AFHATGETK,TAKAHE/TAKETH,6
EELGELURZ,GEEZER,6
RXSRMNUAO,ARMOURS/MARRONS,7
RLROEIPAG,PROGERIA,8
ISTSIAASN,INSISTS,7
PDBIOENBA,BABIED/BEDPAN/DOBBIN/NABBED/NIBBED/OPINED/PAINED/PONIED,6
ESCLUOTRW,COULTERS,8
EOOMAPISR,IPOMOEAS,8
OUFOWNDEA,DOUANE/FAWNED/FONDUE/UNAWED/WOODEN/WOOFED,6
UECORTTPN,CORNETT/COUNTER/PORTENT/POUNCER/PROTECT/RECOUNT/TROUNCE,7
AEGNJPSEI,SEEPING/SPAEING,7
APNAFARIN,FARINA,6
SRMAICIOE,ISOMERIC,8
QOMASBSAT,BOASTS/SABOTS/SAMBAS/SAMBOS/SAMOSA/STOMAS,6
NUETELREE,ELUENT/ENTREE/LEETER/NEUTER/RELENT/RETUNE/RUNLET/TENURE/TUREEN/UNREEL,6
SOPLAIEHY,APISHLY/PAISLEY/SHAPELY/SOAPILY/SPYHOLE,7
OGITAMTFN,FATTING/FOAMING/MAFTING/MATTING/MOATING/TOMATIN,7
OIURDDWSC,DISCORD,7
ABEOERPVZ,AEROBE/BEAVER/BEZOAR/PAREVE/PEROBA,6
TRMGSAEOU,GOURMETS/OUTRAGES,8
SSUORIERL,SLURRIES,8
AUEPGARBV,BAUERA/PAVAGE/RAVAGE/VAGUER,6
NSUJIENAS,SIENNAS/SUNNIES,7
ODEIMPETM,EMPTIED/EPIDOTE/EPITOME,7
RPFAOLSTI,AIRPOTS/FLORIST/ORALIST/PATROLS/PORTALS/PROFITS/SLIOTAR/SPORTIF/TAILORS/TOPSAIL,7
RFTIOETNE,FEINTER/OFTENER/TRITONE,7
INDTHEROU,ROUTINED/UNDERHIT,8
EHCAAWREG,ACREAGE/CHARGEE/EARACHE,7
DTIBGAAEL,ABLATED/DATABLE/LABIATE/LIGATED,7
IROTROIQA,ORATOR,6
NIDERALFO,FIRENADO/FORELAND,8
AENDINOGS,AGONISED/DIAGNOSE,8
AARRNESOA,SERRANO,7
UEAGCNXRG,GANGER/GANGUE/GAUGER/GRANGE/GRUNGE/NAGGER/UNCAGE,6
IERBSZOTL,BLITZERS,8
OMQTCNEAP,PATONCE,7
IURAMKDAP,ARAMID/IMPARK/KUMARA/MARAUD/MARKUP/PADAUK/RADIUM/UAKARI,6
EEEJTESBT,SETTEE/TESTEE,6
DMTIARGEN,DERATING/DREAMING/EMIGRANT/GRADIENT/MARGINED/MIGRATED/TREADING,8
AVSULWTIO,LAWSUIT/OUTLAWS/OUTSAIL,7
SRKSAAREJ,ARRASES/RAJASES/SARKARS,7
ROUTANCMA,ARCANUM/AUTOCAR/COURANT/CURTANA/MACARON/MARCATO,7
EDECYIOTH,THEODICY,8
IOEAUDSLG,DIALOGUES,9
OBCEEODQN,COOEED/DEBONE/ENCODE/NOCEBO,6
STUDNPPEA,UNTAPPED,8
TLOEIICLU,CITOLE/COLLET/COLLIE/CULLET/ELICIT/ILLITE/LOCULE/LOCULI/LUETIC/OCELLI/TOLUIC,6
TADDIRRIS,DIARIST/RITARDS,7
LPOEAUMGV,AMPOULE/PLUMAGE,7
AROBKZELU,RUBEOLA,7
YEADTGROU,OUTRAGED,8
ARNMEESST,STEERSMAN,9
YDTGITRIE,GRITTED,7
LISIRIFEA,FAIRIES,7
KTZOAEEQF,KOFTA/ZOEAE,5
SDURCFOUA,ARDUOUS/RAUCOUS,7
POODREWBO,BOOPED/POWDER/PROBED,6
LEJUTMEXA,EMULATE,7
NANLUNIRP,PINNULAR,8
DCPAEEIST,PEDICATES/SPECIATED,9
DHLEUWOSO,WOOLSHED,8
IAGLENRSU,GRANULES/LASERING/REALIGNS/RESIGNAL/SINGULAR/SLANGIER,8
DAGTFEOSP,DOTAGES/POSTAGE/POTAGES,7
EIMBERETA,BEAMIER/EMERITA/EMIRATE/EREMITE/MEATIER,7
RIOCPCBII,BIOPIC,6
RUUIOXSGT,GRIOTS/GROUTS/GUIROS/SUITOR,6
UOBMSARSH,RHOMBUS/RHUMBAS,7
SLRIIAYTA,ASTYLAR/LARIATS/LIATRIS/TRYSAIL,7
REDIFONEI,DEFINER/REFINED/REIFIED,7
MDOTAETAP,MATTED/MOATED/PATTED/POMADE/POTTED/TAMPED/TEAPOT,6
ECFTOESAR,FORECAST,8
EAEPSDLBA,BEADLES/ELAPSED/PLEASED,7
IEMPEZDRO,DEMIREP,7
EIMCPUHOD,CHOMPED/POUCHED/PUMICED,7
WRBOAMEES,EMBOWERS,8
BROOSIOTS,BISTROS/OBOISTS/ROOIBOS,7
NYGAOUIDC,DUCOING,7
VIINDRUBR,BIDRI/BINDI/BRUIN/BURIN/INDRI,5
AINOGDRUH,HOARDING/RIGAUDON,8
TAOKTERES,KERATOSE,8
CKEHTOUSA,CATHOUSE/SOUTACHE/TUCKAHOE,8
OSROESPMI,PROMISES,8
OOTENZGAC,COGNATE/OCTAGON,7
EEAWRJENG,ENRAGE/GENERA/JAEGER/RENEGE/WANGER/WEANER,6
GUMINEPES,GUIMPES/IMPUGNS/SEEMING/SEEPING/SPUMING,7
RTNARTOEU,TAUNTER/TORRENT/TORTURE/TURNTER,7
YRURAIPED,DRAPERY/PARRIED/PRUDERY,7
QCIBGNAAO,BAAING/BAGNIO/GABION,6
EOHFREMSI,FIREHOSE,8
PXDTESEAI,EXPIATED/EXPIATES,8
EEIIQUHPL,HUIPIL,6
EAGALELSS,AGELESS/ALLEGES/LEGLESS/SALLEES,7
EODDTCGXA,CADGED/COATED/COAXED/DOTAGE/GOADED/TOGAED,6
AREOBDUSO,AROUSED/DAUBERS/EARBUDS/ROSEBUD/SUBEDAR,7
MNAKHUTIE,AINHUM/ANTHEM/AUNTIE/HANKIE/HENTAI/HETMAN/HITMAN/HITMEN/HUMANE/HUMINT/INHUME/INMATE/INTAKE/KENTIA/KUMITE/MAKETH/MINUET/MINUTE/MITHAN/TAIMEN/THAMIN/UNMAKE,6
RYOPORETE,POTRERO/TROOPER,7
EAAITNGER,AERATING/ENARGITE/GRATINEE,8
AHWTIEOTC,WHITECOAT,9
CAAVAMSOU,MUCOSA,6
RNTBINEGO,ENROBING/NITROGEN/RINGBONE/RINGTONE,8
SEADEJONF,DEAFENS/JONESED,7
ETDIGIWRR,DIRTIER,7
OMEHSMEOI,HOMIES/MIMEOS/SIMOOM,6
TEOUBSATN,ATTUNES/BATTENS/BATTUES/BOTNETS/BUTTONS/NOTATES/SOUTANE/TAUTENS/TENUTOS/TETANUS,7
SIAMLOTSN,MALISONS,8
SHPEKGAEI,GEEKISH,7
NEOETTVRS,NETTERS/OVERSET/REVOTES/ROSETTE/SNOTTER/STENTER/STENTOR/TENTERS/TETROSE/VENTERS/VETOERS,7
MXDNEEARI,EXAMINED/EXAMINER/REMAINED,8
OTNUUCLOR,CONTOUR/CONTROL/CROUTON,7
NSEIADLBO,BLONDIES,8
EUOHUFSCS,FOCUSES/FUSCOUS/HOCUSES,7
DSRIOATLS,ASTROIDS/DILATORS/ORALISTS/SLIOTARS,8
EEEDOTCGM,DEMOTE/EMCEED/EMOTED/TEEMED,6
CEUTZRAKI,AZURITE/TACKIER/TRACKIE/TRUCKIE,7
UAGNROXIB,AGRION/AIRGUN/BAGNIO/BARING/BARONG/BORING/BOXING/BROGAN/GABION/GIAOUR/GUANXI/OARING/ROBING,6
INSODTEAA,SEDATION,8
SAGUELRVF,EARFULS/FERULAS/FREGULA/GRAVELS/RAGEFUL/REFLAGS/REFUSAL/SEVRUGA/VALUERS/VASEFUL/VERGLAS,7
TMIRIOIUS,TOURISM,7
HNTOAAELS,ETHANOLS,8
AKARELPTM,MALAPERT,8
NSETVCOHA,CENTAVOS/ESCHATON,8
SAIONENRM,MORAINES/REINSMAN/ROMAINES/ROMANISE,8
RSWHEETIU,HIRSUTE/SWITHER/WETHERS/WITHERS/WRITHES,7
MOAASNDUA,OSMUNDA,7
KRSUTIOEA,OUTRAISE,8
FDAITPFNE,AFFINED/DEFIANT/FAINTED/PAINTED/PIAFFED,7
PETPEAJRA,PARAPET/PATERAE,7
TBYEIPIOR,BIOTYPE/PROBITY,7
IELZUTIMH,LITHIUM/UTILIZE,7
ITLSDXAEO,DIASTOLE/ISOLATED/OXIDATES/SODALITE,8
ERSNISEMT,MINSTERS/SENTRIES/TIERSMEN/TRIMNESS,8
APSGRAAAB,APSARA/GARBAS,6
YEPIDHEAI,HEAPED,6
TRAOSLIDK,DILATORS,8
ETGGUDENI,DETINUE,7
CMILRAOOJ,JAROOL/LORICA/ROMAJI,6
HOGSAUMDE,MADHOUSE,8
EESEIENXN,EXINES,6
ZETSETOBQ,BOTTES,6
EAESIPVNL,PEAVINES/PENALISE,8
METLDSBAE,BEDMATES/BELDAMES,8
ATLOFADMU,MUDFLAT,7
SRNITDEAO,DERATIONS/NOTARISED/ORDINATES,9
OIUPAMRNX,RAMPION,7
RQGUOERTE,GROUTER/REROUTE,7
RAIDAENWN,ARANEID/INDRAWN,7
OSPNOTEYE,EYESPOT/PENTOSE/PEYOTES/STEPNEY,7
JOGTUADCI,ADJIGO/AGOUTI/COTIJA/DACOIT/DAIGOU,6
FUIASHBSE,BUSHIES,7
ITPSNSAOE,SAPIENTS/SOAPIEST,8
LROTEJRMI,JOLTIER/LORIMER/MOTLIER,7
SGOIIOUSL,IGLOOS/OLIGOS/SIGILS,6
KEAPDECES,DECEASE/ESCAPED/ESCAPEE/SPECKED,7
UTEOZDNLE,TOLUENE,7
IASLLRABA,ARALIAS/BARILLA/BASILAR/LABIALS,7
ISAOEDBMO,AMOEBOID,8
FOAXECMDE,COAXED/DEFACE/DEFAME/FOAMED/OEDEMA,6
MONIEQFAR,FERMION/FIREMAN/FOAMIER/FORAMEN/FOREMAN/MOANIER/MORAINE/ROMAINE,7
UONHBRIAY,BARONY/BARYON/BINARY/BRAINY,6
RERCTAWRA,CARTER/CRATER/ERRATA/TRACER,6
TAGSEJTRE,GREATEST,8
ORFSUUHDT,DROUTHS/FOURTHS/OUTRUSH,7
AGEPSNAEN,PANNAGE,7
XDRITOUPO,DROPOUT,7
EOQSOODMC,COMEDO,6
UIDEPFCIH,DEIFIC,6
NYOAAVRMI,OVARIAN,7
ERIELMESC,SEEMLIER,8
AERAWUSWN,UNAWARES,8
AGOOUSRET,OUTRAGES/ROOTAGES,8
YOEUPWRSE,OSPREY/PERUSE/POSEUR/POWERS/PUREES/REPOSE/RUPEES/SPEWER/UPROSE,6
IRIDORRSF,FIORDS,6
EKAELDEUP,LEPAKED,7
QSNLOAICO,OILCANS,7
BEDETNLOO,BENDLET,7
RAEUXIGSH,GUSHIER/HEGIRAS,7
EAECILTTW,LATTICE/TACTILE,7
ERGNATMIO,MORGANITE,9
GDAAAEAPH,ADAGE/AGAPE/AHEAD/GAPED/PAGED/PHAGE,5
MISCROTAN,NARCOTISM/ROMANTICS,9
ISEDAGERR,DISAGREE/GREASIER/REGRADES,8
GOSPUVALI,GALOPS/GALVOS/OGIVAL/PILAUS/PILOUS/POILUS/PULAOS/UGALIS/VALGUS/VIOLAS/VISUAL,6
QIFEABGDN,BEADING,7
AAFDOLNKI,ANODAL/DAIKON/DOLINA/INFOLD/KALIAN/KAOLIN/LADINO,6
MPIAREOSE,PROMISEE/REIMPOSE,8
EOONUTSNC,CONNOTES,8
PSHAULREI,HARELIPS/HAULIERS/PLUSHIER,8
ITACEEOSM,AMOSITE/ATOMIES/ATOMISE/COATEES/EMETICS/SOMATIC/STEAMIE,7
ENTENLERX,ENTREE/EXTERN/LEETER/RELENT/RENNET/TENNER,6
GSRUUKIRS,SKIRRS,6
NIUSRFYUO,FURIOUS/RUINOUS,7
ESAKCANIL,CANALISE,8
OERMNTDET,TORMENTED,9
NMVGTEOIA,AMNIOTE/EMOTING/MAGNETO/MEGATON/MINTAGE/MITOGEN/MOATING/MONTAGE/TEAMING/TEGMINA/VETOING/VINTAGE,7
WRURLRUWI,LUR/ULU,3
CTITDEIAF,DEFICIT/DICTATE/FATIDIC,7
TAEJROSEC,EJECTORS,8
LLTATAPOR,APOLAR/AROLLA/ATLATL/PALLOR/PATROL/PORTAL/TOTARA,6
UASSBPESE,ABUSES/BASSES/BUSSES/PASSES/PASSUS/PAUSES/PUSSES/SEPSES/SUBSEA/UPASES,6
ODZDFSUEI,DIDOES/DIODES/DOUSED/FIDEOS/FODIES,6
LAEIGMDOZ,EIDOLA/GALDEM/GAOLED/GLAZED/GLIOMA/GLOZED/GOALIE/IMAGED/MAILED/MEDIAL/MOILED,6
NMEQROVAU,ENAMOUR/NEUROMA/OVERMAN/VAQUERO,7
IIAETRKNR,INERTIA/KAINITE/KERATIN/NARKIER/RAINIER/RETRAIN/TERRAIN/TRAINER,7
RIASOTOAB,AIRBOATS,8
OMIESCUDT,COSTUMED/DOMESTIC,8
TNEDOCDNA,CONNATE/CONTEND/DONATED,7
TALRAUPNE,PARENTAL/PATERNAL/PRENATAL,8
AXEBSATOF,ABATES/ESTAFA,6
BPPCSADEO,APPOSED,7
LSOISASHA,ASSAILS,7
RWZEERESO,ROWERS/WORSER/ZEROES,6
CNARAEIHS,ACARINES/ARCHAISE/CANARIES/INARCHES,8
HSULUTOEE,LUTEOUS,7
QNSEITOIM,MOISTEN,7
JEUASMLOF,FULSOME/JEALOUS,7
SERPOABDI,BOARDIES/DIASPORE/PARODIES,8
GTROLEIVA,RAVIGOTE,8
EISEAGDBT,BEADIEST/DEBITAGE/DIABETES,8
AATOMDNCD,ADMAN/ATMAN/CANTO/DAMNA/DANDA/MANAT/MANTA/MOANA/MONAD/NOMAD/NOTAM/OCTAD/TACAN,5
EXUOUDERT,EXTRUDE,7
OSOBADGJM,ADOBOS/DOGMAS,6
HREIUAVUS,AUREUS/HAVERS/HEIAUS/RAVISH/SHAURI/SHAVER/SHIVER/SHRIVE/SUAVER/SURAHI/URAEUS/VARIES/VISHER,6
ISEUNADTT,INSTATED/SITUATED/UNSTATED/UNTASTED,8
ISOPEGCOQ,COPIES/OOPSIE/POGOES/SPOOGE,6
ADWROUDAI,AOUDAD/WAIRUA,6
SFLRARUEE,FERRULES,8
PLIATREYD,DIPTERAL,8
MEEUBRRDI,REBURIED,8
OLXSTANEE,ETALONS/EXALTES/LATEENS/LATEXES/LEANEST/LOANEES/OLEATES,7
LACOEVREN,CERVENA/CLEANER/CLEAVER/CORNEAL/ENCLAVE/VALENCE/VERONAL,7
BBESIENEY,ENBIES,6
UIRTDCORS,CIRROUS/CITROUS/STRIDOR,7
AIHINBIAR,BAIRN/BANIA/BRAAI/BRAIN/NAIRA,5
NCARNETEV,ENTRANCE/REVENANT,8
EETUPTQRI,PERIQUE/PETTIER/QUIETER/QUITTER/REPIQUE/REQUITE,7
NODLMGOBI,BLOODING/BLOOMING,8
OEMTFSAXS,FATSOS/FEASTS/FESTAS/FOSSAE/SAFEST/SOFTAS/STEAMS/STOMAS,6
ELAORDTET,TOLERATED,9
FGIENSPJE,SEEPING,7
ANOHALDDD,ADLAND/ANODAL,6
KAOELOBFA,BEFOOL,6
RNOMNAGIA,NANOGRAM,8
GPEHAEMTO,APOTHEM,7
BCTOATIUQ,TAQUITO,7
IVEOUSSDT,OUTSIDES,8
EROIUMSTR,TRIMEROUS,9
INRIOXGPU,POURING/ROUPING,7
OLSPRISEE,SPIELERS/SPOILERS,8
CAEDSSIBO,ABSCISED/CABOSSED,8
